paper_id,title,topic,citations,year,cluster,arxiv_id
250,Adversarial Training for Failure-Sensitive User Simulation in Mental Health Dialogue Optimization,Topic 3,49,2025,3,2512.20773v1
251,OccuFly: A 3D Vision Benchmark for Semantic Scene Completion from the Aerial Perspective,,10,2025,6,2512.20770v1
252,A General Purpose Method for Robotic Interception of Non-Cooperative Dynamic Targets,Topic 4,10,2025,4,2512.20769v1
253,Subgroup Discovery with the Cox Model,,10,2025,14,2512.20762v1
254,TS-Arena Technical Report -- A Pre-registered Live Forecasting Platform,Topic 3,10,2025,3,2512.20761v1
255,Generalization of RLVR Using Causal Reasoning as a Testbed,,10,2025,15,2512.20760v1
256,TokSuite: Measuring the Impact of Tokenizer Choice on Language Model Behavior,Topic 3,10,2025,3,2512.20757v1
257,Bridging Efficiency and Safety: Formal Verification of Neural Networks with Early Exits,,10,2025,10,2512.20755v1
258,Stabilizing Multimodal Autoencoders: A Theoretical and Empirical Analysis of Fusion Strategies,,10,2025,13,2512.20749v1
259,Fixed-time control with prescribed performance for path following of underwater gliders,,10,2025,14,2512.20748v1
260,A Physics Informed Neural Network For Deriving MHD State Vectors From Global Active Regions Observations,Topic 2,10,2025,2,2512.20747v1
261,TrashDet: Iterative Neural Architecture Search for Efficient Waste Detection,,10,2025,9,2512.20746v1
262,AgentMath: Empowering Mathematical Reasoning for Large Language Models via Tool-Augmented Agent,,11,2025,15,2512.20745v1
263,AI-Driven Green Cognitive Radio Networks for Sustainable 6G Communication,,12,2025,10,2512.20739v1
264,VL4Gaze: Unleashing Vision-Language Models for Gaze Following,,13,2025,12,2512.20735v1
265,Towards a Security Plane for 6G Ecosystems,,14,2025,10,2512.20733v1
266,FEM-Bench: A Structured Scientific Reasoning Benchmark for Evaluating Code-Generating LLMs,,15,2025,15,2512.20732v1
267,Shifted Partial Derivative Polynomial Rank and Codimension,Topic 2,16,2025,2,2512.20729v1
268,SA-DiffuSeq: Addressing Computational and Scalability Challenges in Long-Document Generation with Sparse Attention,,17,2025,11,2512.20724v1
269,From artificial to organic: Rethinking the roots of intelligence for digital health,,18,2025,18,2512.20723v1
270,Learning-Enabled Elastic Network Topology for Distributed ISAC Service Provisioning,,19,2025,10,2512.20722v1
271,SoK: Speedy Secure Finality,,20,2025,10,2512.20715v1
272,From Pilots to Practices: A Scoping Review of GenAI-Enabled Personalization in Computer Science Education,,21,2025,18,2512.20714v1
273,Real-World Adversarial Attacks on RF-Based Drone Detectors,,22,2025,9,2512.20712v1
274,Anytime Metaheuristic Framework for Global Route Optimization in Expected-Time Mobile Search,,23,2025,14,2512.20711v1
275,Anota: Identifying Business Logic Vulnerabilities via Annotation-Based Sanitization,Topic 2,24,2025,2,2512.20705v1
276,Process Analytics -- Data-driven Business Process Management,Topic 3,25,2025,3,2512.20703v1
277,SemanticGen: Video Generation in Semantic Space,,26,2025,16,2512.20619v2
278,LongVideoAgent: Multi-Agent Reasoning with Long Videos,Topic 0,27,2025,0,2512.20618v1
279,SpatialTree: How Spatial Abilities Branch Out in MLLMs,,28,2025,15,2512.20617v1
280,Active Intelligence in Video Avatars via Closed-loop World Modeling,,29,2025,16,2512.20615v1
281,Making Large Language Models Efficient Dense Retrievers,,30,2025,5,2512.20612v1
282,FedPOD: the deployable units of training for federated learning,Topic 3,31,2025,3,2512.20610v2
283,Saddle-to-Saddle Dynamics Explains A Simplicity Bias Across Neural Network Architectures,,32,2025,10,2512.20607v1
284,Repurposing Video Diffusion Transformers for Robust Point Tracking,,33,2025,16,2512.20606v1
285,Emergent temporal abstractions in autoregressive models enable hierarchical reinforcement learning,Topic 1,34,2025,1,2512.20605v2
286,MoE-DiffuSeq: Enhancing Long-Document Diffusion Models with Sparse Attention and Mixture of Experts,,35,2025,11,2512.20604v1
287,On the near-tightness of $χ\leq 2r$: a general $σ$-ary construction and a binary case via LFSRs,,36,2025,14,2512.20598v1
288,Cube Bench: A Benchmark for Spatial Visual Reasoning in MLLMs,,37,2025,15,2512.20595v1
289,LightTact: A Visual-Tactile Fingertip Sensor for Deformation-Independent Contact Sensing,,38,2025,12,2512.20591v1
290,Leveraging High-Fidelity Digital Models and Reinforcement Learning for Mission Engineering: A Case Study of Aerial Firefighting Under Perfect Information,Topic 1,39,2025,1,2512.20589v1
291,Certified Lower Bounds and Efficient Estimation of Minimum Accuracy in Quantum Kernel Methods,,40,2025,7,2512.20588v1
292,Quantum Gates from Wolfram Model Multiway Rewriting Systems,,41,2025,7,2512.20587v1
293,Automated stereotactic radiosurgery planning using a human-in-the-loop reasoning large language model agent,,42,2025,15,2512.20586v1
294,A human-centered approach to reframing job satisfaction in the BIM-enabled construction industry,,43,2025,14,2512.20584v1
295,Making Sense of Private Advertising: A Principled Approach to a Complex Ecosystem,,44,2025,14,2512.20583v1
296,Relu and softplus neural nets as zero-sum turn-based games,,45,2025,10,2512.20582v1
297,Can LLMs Predict Their Own Failures? Self-Awareness via Internal Circuits,,46,2025,17,2512.20578v1
298,Improving ML Training Data with Gold-Standard Quality Metrics,Topic 3,47,2025,3,2512.20577v1
299,Performative Policy Gradient: Optimality in Performative Reinforcement Learning,Topic 1,48,2025,1,2512.20576v1
300,"Fail Fast, Win Big: Rethinking the Drafting Strategy in Speculative Decoding via Diffusion LLMs",,49,2025,11,2512.20573v1
301,The Limitations and Power of NP-Oracle-Based Functional Synthesis Techniques,,10,2025,14,2512.20572v1
302,Composing Mini Oscilloscope on Embedded Systems,,10,2025,14,2512.20571v1
303,Distilling to Hybrid Attention Models via KL-Guided Layer Selection,Topic 2,10,2025,2,2512.20569v1
304,LEAD: Minimizing Learner-Expert Asymmetry in End-to-End Driving,Topic 3,10,2025,3,2512.20563v1
305,Shallow Neural Networks Learn Low-Degree Spherical Polynomials with Learnable Channel Attention,,10,2025,10,2512.20562v1
306,FlashVLM: Text-Guided Visual Token Selection for Large Multimodal Models,,10,2025,12,2512.20561v1
307,Learning to Reason in 4D: Dynamic Spatial Understanding for Vision Language Models,,10,2025,6,2512.20557v1
308,Multi-Grained Text-Guided Image Fusion for Multi-Exposure and Multi-Focus Scenarios,,10,2025,13,2512.20556v1
309,Information-theoretic signatures of causality in Bayesian networks and hypergraphs,,10,2025,10,2512.20552v1
310,LLM-Based Authoring of Agent-Based Narratives through Scene Descriptions,Topic 0,10,2025,0,2512.20550v1
311,Advancing Multimodal Teacher Sentiment Analysis:The Large-Scale T-MED Dataset & The Effective AAM-TSA Model,,10,2025,13,2512.20548v1
312,AlignPose: Generalizable 6D Pose Estimation via Multi-view Feature-metric Alignment,Topic 2,11,2025,2,2512.20538v1
313,ARBITER: AI-Driven Filtering for Role-Based Access Control,,12,2025,5,2512.20535v1
314,Over-the-Air Goal-Oriented Communications,,13,2025,10,2512.20533v1
315,SirenPose: Dynamic Scene Reconstruction via Geometric Supervision,Topic 4,14,2025,4,2512.20531v1
316,ScoreMatchingRiesz: Auto-DML with Infinitesimal Classification,,15,2025,14,2512.20523v1
317,Benchmarking LLMs for Predictive Applications in the Intensive Care Units,,16,2025,17,2512.20520v1
318,"Expected Revenue, Risk, and Grid Impact of Bitcoin Mining: A Decision-Theoretic Perspective",,17,2025,14,2512.20518v1
319,Explainable time-series forecasting with sampling-free SHAP for Transformers,Topic 2,18,2025,2,2512.20514v1
320,Recurrent Off-Policy Deep Reinforcement Learning Doesn't Have to be Slow,Topic 1,19,2025,1,2512.20513v1
321,Bridging Modalities and Transferring Knowledge: Enhanced Multimodal Understanding and Recognition,,20,2025,13,2512.20501v1
322,Nebula: Enable City-Scale 3D Gaussian Splatting in Virtual Reality via Collaborative Rendering and Accelerated Stereo Rasterization,Topic 4,21,2025,4,2512.20495v1
323,Step-DeepResearch Technical Report,Topic 0,22,2025,0,2512.20491v2
324,Multi-temporal Adaptive Red-Green-Blue and Long-Wave Infrared Fusion for You Only Look Once-Based Landmine Detection from Unmanned Aerial Systems,,23,2025,9,2512.20487v1
325,The Design of an Interactive Proof Mode for Dafny,,24,2025,14,2512.20486v1
326,WOC: Dual-Path Weighted Object Consensus Made Efficient,Topic 2,25,2025,2,2512.20485v1
327,"SweRank+: Multilingual, Multi-Turn Code Ranking for Software Issue Localization",,26,2025,17,2512.20482v1
328,Coherence in the brain unfolds across separable temporal regimes,,27,2025,5,2512.20481v2
329,UTDesign: A Unified Framework for Stylized Text Editing and Generation in Graphic Design Images,,28,2025,13,2512.20479v1
330,Drift-Corrected Monocular VIO and Perception-Aware Planning for Autonomous Drone Racing,,29,2025,18,2512.20475v1
331,Bohrium + SciMaster: Building the Infrastructure and Ecosystem for Agentic Science at Scale,,30,2025,18,2512.20469v1
332,Snapshot 3D image projection using a diffractive decoder,,31,2025,6,2512.20464v1
333,The Aligned Economic Index & The State Switching Model,,32,2025,14,2512.20460v1
334,Laser: Governing Long-Horizon Agentic Search via Structured Protocol and Context Register,,33,2025,15,2512.20458v1
335,When Natural Strategies Meet Fuzziness and Resource-Bounded Actions (Extended Version),Topic 0,34,2025,0,2512.20457v1
336,Beyond Motion Pattern: An Empirical Study of Physical Forces for Human Motion Understanding,Topic 4,35,2025,4,2512.20451v1
337,Machine Learning to Predict Digital Frustration from Clickstream Data,Topic 3,36,2025,3,2512.20438v1
338,Dual-Encoder Transformer-Based Multimodal Learning for Ischemic Stroke Lesion Segmentation Using Diffusion MRI,,37,2025,11,2512.20436v1
339,High Dimensional Data Decomposition for Anomaly Detection of Textured Images,,38,2025,9,2512.20432v1
340,Skin Lesion Classification Using a Soft Voting Ensemble of Convolutional Neural Networks,,39,2025,9,2512.20431v1
341,Evasion-Resilient Detection of DNS-over-HTTPS Data Exfiltration: A Practical Evaluation and Toolkit,,40,2025,9,2512.20423v1
342,Simplifying Multi-Task Architectures Through Task-Specific Normalization,Topic 2,41,2025,2,2512.20420v1
343,Chain-of-Anomaly Thoughts with Large Vision-Language Models,,42,2025,15,2512.20417v1
344,DETACH : Decomposed Spatio-Temporal Alignment for Exocentric Video and Ambient Sensors with Staged Learning,,43,2025,16,2512.20409v1
345,AUDRON: A Deep Learning Framework with Fused Acoustic Signatures for Drone Type Recognition,,44,2025,9,2512.20407v1
346,ChatGPT: Excellent Paper! Accept It. Editor: Imposter Found! Review Rejected,,45,2025,5,2512.20405v1
347,Sentiment-Aware Extractive and Abstractive Summarization for Unstructured Text Mining,Topic 2,46,2025,2,2512.20404v1
348,BRIDGE: Budget-aware Reasoning via Intermediate Distillation with Guided Examples,,47,2025,15,2512.20403v1
349,iblock: Accurate and Scalable Bitcoin Simulations with OMNeT++,,48,2025,14,2512.20402v1
350,GeoTransolver: Learning Physics on Irregular Domains Using Multi-scale Geometry Aware Physics Attention Transformer,Topic 2,49,2025,2,2512.20399v2
351,Symmaries: Automatic Inference of Formal Security Summaries for Java Programs,,10,2025,17,2512.20396v1
352,Resilient Packet Forwarding: A Reinforcement Learning Approach to Routing in Gaussian Interconnected Networks with Clustered Faults,,10,2025,10,2512.20394v1
353,Contingency Model-based Control (CMC) for Communicationless Cooperative Collision Avoidance in Robot Swarms,,10,2025,14,2512.20391v1
354,Viterbi State Selection for Discrete Pinching Antenna Systems,,10,2025,14,2512.20389v1
355,Generative Digital Twins: Vision-Language Simulation Models for Executable Industrial Systems,,10,2025,12,2512.20387v1
356,Anisotropic Green Coordinates,,10,2025,14,2512.20386v1
357,Identifying Appropriately-Sized Services with Deep Reinforcement Learning,Topic 1,10,2025,1,2512.20381v1
358,A Covariance-Surrogate Framework for Movable-Antenna Enabled Anti-Jamming with Unknown Jammers,,10,2025,14,2512.20380v1
359,SmartSplat: Feature-Smart Gaussians for Scalable Compression of Ultra-High-Resolution Images,Topic 2,10,2025,2,2512.20377v1
360,Linking Faces and Voices Across Languages: Insights from the FAME 2026 Challenge,,10,2025,14,2512.20376v1
361,CLIP Based Region-Aware Feature Fusion for Automated BBPS Scoring in Colonoscopy Images,Topic 2,10,2025,2,2512.20374v1
362,Cross-Population White Matter Atlas Creation for Concurrent Mapping of Brain Connections in Neonates and Adults with Diffusion MRI Tractography,,11,2025,11,2512.20370v1
363,EnvSSLAM-FFN: Lightweight Layer-Fused System for ESDD 2026 Challenge,,12,2025,9,2512.20369v1
364,Avoiding the Price of Adaptivity: Inference in Linear Contextual Bandits via Stability,,13,2025,14,2512.20368v1
365,Clust-PSI-PFL: A Population Stability Index Approach for Clustered Non-IID Personalized Federated Learning,Topic 3,14,2025,3,2512.20363v1
366,CRAFT: Continuous Reasoning and Agentic Feedback Tuning for Multimodal Text-to-Image Generation,,15,2025,15,2512.20362v1
367,FAR-AVIO: Fast and Robust Schur-Complement Based Acoustic-Visual-Inertial Fusion Odometry with Sensor Calibration,,16,2025,12,2512.20355v1
368,Multi-LLM Thematic Analysis with Dual Reliability Metrics: Combining Cohen's Kappa and Semantic Similarity for Qualitative Research Validation,,17,2025,5,2512.20352v1
369,Field-Space Attention for Structure-Preserving Earth System Transformers,Topic 2,18,2025,2,2512.20350v1
370,Physics-guided Neural Network-based Shaft Power Prediction for Vessels,,19,2025,10,2512.20348v1
371,Inverse Autoregressive Flows for Zero Degree Calorimeter fast simulation,Topic 3,20,2025,3,2512.20346v1
372,A Comprehensive Study of Bugs in Modern Distributed Deep Learning Systems,,21,2025,10,2512.20345v1
373,A DeepSeek-Powered AI System for Automated Chest Radiograph Interpretation in Clinical Practice,,22,2025,18,2512.20344v1
374,Design and Modeling of a Simple-Structured Continuously Variable Transmission Utilizing Shape Memory Alloy Superelasticity for Twisted String Actuator,Topic 2,23,2025,2,2512.20342v1
375,The devil is in the details: Enhancing Video Virtual Try-On via Keyframe-Driven Details Injection,,24,2025,16,2512.20340v1
376,MMEDIT: A Unified Framework for Multi-Type Audio Editing via Audio Language Model,Topic 3,25,2025,3,2512.20339v1
377,Comment Traps: How Defective Commented-out Code Augment Defects in AI-Assisted Code Generation,,26,2025,17,2512.20334v1
378,SynCraft: Guiding Large Language Models to Predict Edit Sequences for Molecular Synthesizability Optimization,,27,2025,15,2512.20333v1
379,RIS-Empowered OTFS Modulation With Faster-than-Nyquist Signaling in High-Mobility Wireless Communications,Topic 2,28,2025,2,2512.20332v1
380,FedDPC : Handling Data Heterogeneity and Partial Client Participation in Federated Learning,Topic 3,29,2025,3,2512.20329v1
381,Toward Explaining Large Language Models in Software Engineering Tasks,,30,2025,17,2512.20328v1
382,"Top-K Exterior Power Persistent Homology: Algorithm, Structure, and Stability",,31,2025,14,2512.20325v1
383,Can LLMs Solve My Grandma's Riddle? Evaluating Multilingual Large Language Models on Reasoning Traditional Bangla Tricky Riddles,,32,2025,15,2512.20324v1
384,Differentially Private Feature Release for Wireless Sensing: Adaptive Privacy Budget Allocation on CSI Spectrograms,Topic 2,33,2025,2,2512.20323v1
385,Pneumatic bladder links with wide range of motion joints for articulated inflatable robots,Topic 4,34,2025,4,2512.20322v1
386,Deep Learning Classification of EEG Responses to Multi-Dimensional Transcranial Electrical Stimulation,,35,2025,10,2512.20319v1
387,TableGPT-R1: Advancing Tabular Reasoning Through Reinforcement Learning,,36,2025,15,2512.20312v1
388,Algorithm for Interpretable Graph Features via Motivic Persistent Cohomology,,37,2025,8,2512.20311v1
389,SpidR: Learning Fast and Stable Linguistic Units for Spoken Language Models Without Supervision,Topic 2,38,2025,2,2512.20308v1
390,Structured Visualization Design Knowledge for Grounding Generative Reasoning and Situated Feedback,,39,2025,15,2512.20306v1
391,KAN-AFT: An Interpretable Nonlinear Survival Model Integrating Kolmogorov-Arnold Networks with Accelerated Failure Time Analysis,,40,2025,10,2512.20305v1
392,From the Two-Capacitor Paradox to Electromagnetic Side-Channel Mitigation in Digital Circuits,,41,2025,14,2512.20303v1
393,Ferroelectric FET-based Logic-in-Memory Encoder for Hyperdimensional Computing,Topic 2,42,2025,2,2512.20302v1
394,KnowVal: A Knowledge-Augmented and Value-Guided Autonomous Driving System,,43,2025,12,2512.20299v1
395,Patterns vs. Patients: Evaluating LLMs against Mental Health Professionals on Personality Disorder Diagnosis through First-Person Narratives,,44,2025,17,2512.20298v1
396,TAVID: Text-Driven Audio-Visual Interactive Dialogue Generation,,45,2025,12,2512.20296v1
397,AprielGuard,,46,2025,15,2512.20293v1
398,SlideTailor: Personalized Presentation Slide Generation for Scientific Papers,,47,2025,16,2512.20292v1
399,Mixture-of-Experts with Gradient Conflict-Driven Subspace Topology Pruning for Emergent Modularity,,48,2025,14,2512.20291v1
400,UbiQVision: Quantifying Uncertainty in XAI for Image Recognition,,49,2025,10,2512.20288v1
401,"Replacing Gas with Low-cost, Abundant Long-duration Pumped Hydro in Electricity Systems",,10,2025,14,2512.20286v1
402,Auditing Reproducibility in Non-Targeted Analysis: 103 LC/GC--HRMS Tools Reveal Temporal Divergence Between Openness and Operability,Topic 3,10,2025,3,2512.20279v1
403,Synthesizing Procedural Memory: Challenges and Architectures in Automated Workflow Generation,,10,2025,17,2512.20278v1
404,ActionFlow: A Pipelined Action Acceleration for Vision Language Models on Edge,,10,2025,12,2512.20276v1
405,Graph-Symbolic Policy Enforcement and Control (G-SPEC): A Neuro-Symbolic Framework for Safe Agentic AI in 5G Autonomous Networks,Topic 1,10,2025,1,2512.20275v1
406,HGAN-SDEs: Learning Neural Stochastic Differential Equations with Hermite-Guided Adversarial Training,,10,2025,10,2512.20272v1
407,Automated Training of Learned Database Components with Generative AI,Topic 3,10,2025,3,2512.20271v1
408,Optimality-Informed Neural Networks for Solving Parametric Optimization Problems,,10,2025,10,2512.20270v1
409,DeepONet-accelerated Bayesian inversion for moving boundary problems,,10,2025,10,2512.20268v1
410,Maximizing the Egalitarian Welfare in Friends and Enemies Games,Topic 0,10,2025,0,2512.20261v1
411,${D}^{3}${ETOR}: ${D}$ebate-Enhanced Pseudo Labeling and Frequency-Aware Progressive ${D}$ebiasing for Weakly-Supervised Camouflaged Object ${D}$etection with Scribble Annotations,Topic 2,10,2025,2,2512.20260v1
412,LADLE-MM: Limited Annotation based Detector with Learned Ensembles for Multimodal Misinformation,,11,2025,13,2512.20257v1
413,BiCoR-Seg: Bidirectional Co-Refinement Framework for High-Resolution Remote Sensing Image Segmentation,Topic 2,12,2025,2,2512.20255v1
414,Degradation-Aware Metric Prompting for Hyperspectral Image Restoration,Topic 2,13,2025,2,2512.20251v1
415,Unified Multimodal Brain Decoding via Cross-Subject Soft-ROI Fusion,,14,2025,13,2512.20249v1
416,Memory as Resonance: A Biomimetic Architecture for Infinite Context Memory on Ergodic Phonetic Manifolds,Topic 2,15,2025,2,2512.20245v1
417,Post-Quantum Cryptography in the 5G Core,,16,2025,7,2512.20243v1
418,Hierarchical Rectangle Packing Solved by Multi-Level Recursive Logic-based Benders Decomposition,,17,2025,14,2512.20239v1
419,MemR$^3$: Memory Retrieval via Reflective Reasoning for LLM Agents,,18,2025,5,2512.20237v1
420,IndicDLP: A Foundational Dataset for Multi-Lingual and Multi-Domain Document Layout Parsing,Topic 2,19,2025,2,2512.20236v1
421,Achieving Flexible and Secure Authentication with Strong Privacy in Decentralized Networks,,20,2025,10,2512.20234v1
422,How I Met Your Bias: Investigating Bias Amplification in Diffusion Models,,21,2025,11,2512.20233v1
423,Adaptive Multi-task Learning for Probabilistic Load Forecasting,,22,2025,14,2512.20232v1
424,Finite-Time Control Based on Differential Flatness for Wheeled Mobile Robots with Experimental Validation,,23,2025,14,2512.20229v1
425,Evaluating Moderation in Online Social Network,,24,2025,14,2512.20225v1
426,UrbanV2X: A Multisensory Vehicle-Infrastructure Dataset for Cooperative Navigation in Urban Areas,Topic 3,25,2025,3,2512.20224v1
427,The Effect of Empathic Expression Levels in Virtual Human Interaction: A Controlled Experiment,Topic 0,26,2025,0,2512.20221v1
428,Generalisation in Multitask Fitted Q-Iteration and Offline Q-learning,Topic 1,27,2025,1,2512.20220v1
429,Cost-TrustFL: Cost-Aware Hierarchical Federated Learning with Lightweight Reputation Evaluation across Multi-Cloud,,28,2025,10,2512.20218v1
430,LiteFusion: Taming 3D Object Detectors from Vision-Based to Multi-Modal with Minimal Adaptation,,29,2025,6,2512.20217v1
431,"Error Localization, Certificates, and Hints for Probabilistic Program Verification via Slicing (Extended Version)",,30,2025,14,2512.20214v2
432,JDPNet: A Network Based on Joint Degradation Processing for Underwater Image Enhancement,Topic 2,31,2025,2,2512.20213v1
433,Aliasing-Free Neural Audio Synthesis,Topic 2,32,2025,2,2512.20211v1
434,Predictive-LoRA: A Proactive and Fragmentation-Aware Serverless Inference System for LLMs,,33,2025,5,2512.20210v1
435,TongSIM: A General Platform for Simulating Intelligent Machines,Topic 0,34,2025,0,2512.20206v1
436,Corpus of Cross-lingual Dialogues with Minutes and Detection of Misunderstandings,,35,2025,9,2512.20204v1
437,Well Begun is Half Done: Location-Aware and Trace-Guided Iterative Automated Vulnerability Repair,,36,2025,5,2512.20203v1
438,Designing Spatial Architectures for Sparse Attention: STAR Accelerator via Cross-Stage Tiling,Topic 2,37,2025,2,2512.20198v2
439,Generative Latent Coding for Ultra-Low Bitrate Image Compression,Topic 2,38,2025,2,2512.20194v1
440,Asynchronous Fast-Slow Vision-Language-Action Policies for Whole-Body Robotic Manipulation,,39,2025,12,2512.20188v1
441,Edge-Served Congestion Control for Wireless Multipath Transmission with a Transformer Agent,,40,2025,10,2512.20186v1
442,Reaching Agreement Among Reasoning LLM Agents,Topic 0,41,2025,0,2512.20184v1
443,FaithLens: Detecting and Explaining Faithfulness Hallucination,Topic 3,42,2025,3,2512.20182v1
444,Competing or Collaborating? The Role of Hackathon Formats in Shaping Team Dynamics and Project Choices,,43,2025,14,2512.20181v1
445,Approximation and parameterized algorithms for covering disjointness-compliable set families,,44,2025,14,2512.20180v1
446,RESPOND: Risk-Enhanced Structured Pattern for LLM-driven Online Node-level Decision-making,,45,2025,5,2512.20179v1
447,SHIRO: Near-Optimal Communication Strategies for Distributed Sparse Matrix Multiplication,,46,2025,10,2512.20178v1
448,NeuralCrop: Combining physics and machine learning for improved crop yield predictions,Topic 3,47,2025,3,2512.20177v1
449,Optimistic TEE-Rollups: A Hybrid Architecture for Scalable and Verifiable Generative AI Inference on Blockchain,Topic 2,48,2025,2,2512.20176v1
450,Towards Natural Language-Based Document Image Retrieval: New Dataset and Benchmark,,49,2025,13,2512.20174v1
451,Offline Safe Policy Optimization From Heterogeneous Feedback,Topic 1,10,2025,1,2512.20173v1
452,Collaborative Group-Aware Hashing for Fast Recommender Systems,Topic 2,10,2025,2,2512.20172v1
453,Learning to Reason in LLMs by Expectation Maximization,,10,2025,15,2512.20169v1
454,Odysseus: Jailbreaking Commercial Multimodal LLM-integrated Systems via Dual Steganography,,10,2025,13,2512.20168v1
455,LoLA: Long Horizon Latent Action Learning for General Robot Manipulation,,10,2025,12,2512.20166v1
456,Spectral or spatial? Leveraging both for speaker extraction in challenging data conditions,Topic 2,10,2025,2,2512.20165v1
457,AI Security Beyond Core Domains: Resume Screening as a Case Study of Adversarial Vulnerabilities in Specialized LLM Applications,,10,2025,17,2512.20164v1
458,Population Protocols Revisited: Parity and Beyond,,10,2025,14,2512.20163v1
459,Concept Generalization in Humans and Large Language Models: Insights from the Number Game,,10,2025,17,2512.20162v1
460,A Bidirectional Gated Recurrent Unit Model for PUE Prediction in Data Centers,Topic 3,10,2025,3,2512.20161v1
461,AXIOM: Benchmarking LLM-as-a-Judge for Code via Rule-Based Perturbation and Multisource Quality Calibration,,10,2025,17,2512.20159v1
462,AMoE: Agglomerative Mixture-of-Experts Vision Foundation Model,,11,2025,12,2512.20157v1
463,Fun-Audio-Chat Technical Report,,12,2025,5,2512.20156v1
464,CoDi -- an exemplar-conditioned diffusion model for low-shot counting,,13,2025,11,2512.20153v1
465,QuarkAudio Technical Report,Topic 2,14,2025,2,2512.20151v1
466,Enhancing annotations for 5D apple pose estimation through 3D Gaussian Splatting (3DGS),,15,2025,6,2512.20148v1
467,Retrieval-augmented Prompt Learning for Pre-trained Foundation Models,Topic 3,16,2025,3,2512.20145v1
468,Multi-hop Reasoning via Early Knowledge Alignment,,17,2025,15,2512.20144v1
469,Enhancing Zero-Shot Time Series Forecasting in Off-the-Shelf LLMs via Noise Injection,,18,2025,17,2512.20140v1
470,M$^3$KG-RAG: Multi-hop Multimodal Knowledge Graph-enhanced Retrieval-Augmented Generation,,19,2025,13,2512.20136v2
471,MolAct: An Agentic RL Framework for Molecular Editing and Property Optimization,Topic 1,20,2025,1,2512.20135v2
472,"Dreamcrafter: Immersive Editing of 3D Radiance Fields Through Flexible, Generative Inputs and Outputs",,21,2025,6,2512.20129v1
473,milliMamba: Specular-Aware Human Pose Estimation via Dual mmWave Radar with Multi-Frame Mamba Fusion,Topic 4,22,2025,4,2512.20128v1
474,HEART-VIT: Hessian-Guided Efficient Dynamic Attention and Token Pruning in Vision Transformer,,23,2025,12,2512.20120v1
475,DDAVS: Disentangled Audio Semantics and Delayed Bidirectional Alignment for Audio-Visual Segmentation,,24,2025,12,2512.20117v1
476,/UnmuteAll: Modeling Verbal Communication Patterns of Collaborative Contexts in MOBA Games,,25,2025,10,2512.20116v1
477,Sample-Efficient Policy Constraint Offline Deep Reinforcement Learning based on Sample Filtering,Topic 1,26,2025,1,2512.20115v1
478,Multi Modal Attention Networks with Uncertainty Quantification for Automated Concrete Bridge Deck Delamination Detection,,27,2025,9,2512.20113v1
479,Evolutionary Neural Architecture Search with Dual Contrastive Learning,,28,2025,10,2512.20112v1
480,ABBEL: LLM Agents Acting through Belief Bottlenecks Expressed in Language,Topic 0,29,2025,0,2512.20111v1
481,Generative Bayesian Spectrum Cartography: Unified Reconstruction and Active Sensing via Diffusion Models,,30,2025,11,2512.20108v1
482,UMAMI: Unifying Masked Autoregressive Models and Deterministic Rendering for View Synthesis,,31,2025,11,2512.20107v1
483,LiDARDraft: Generating LiDAR Point Cloud from Versatile Inputs,,32,2025,6,2512.20105v1
484,Effect of Activation Function and Model Optimizer on the Performance of Human Activity Recognition System Using Various Deep Learning Models,,33,2025,10,2512.20104v1
485,Developing an NTN Architecture for End-to-End Performance Evaluation,,34,2025,14,2512.20103v1
486,A Novel Graph-Sequence Learning Model for Inductive Text Classification,,35,2025,8,2512.20097v1
487,Information-directed sampling for bandits: a primer,Topic 1,36,2025,1,2512.20096v1
488,Jensen-Shannon Divergence Message-Passing for Rich-Text Graph Representation Learning,,37,2025,8,2512.20094v1
489,Neural Compression of 360-Degree Equirectangular Videos using Quality Parameter Adaptation,,38,2025,16,2512.20093v1
490,Memory-T1: Reinforcement Learning for Temporal Reasoning in Multi-session Agents,Topic 0,39,2025,0,2512.20092v1
491,Item Region-based Style Classification Network (IRSN): A Fashion Style Classifier Based on Domain Knowledge of Fashion Experts,Topic 2,40,2025,2,2512.20088v1
492,Spatio-Temporal Graphs Beyond Grids: Benchmark for Maritime Anomaly Detection,,41,2025,9,2512.20086v1
493,QE-Catalytic: A Graph-Language Multimodal Base Model for Relaxed-Energy Prediction in Catalytic Adsorption,,42,2025,8,2512.20084v1
494,Detecting Non-Optimal Decisions of Embodied Agents via Diversity-Guided Metamorphic Testing,Topic 0,43,2025,0,2512.20083v1
495,"Adaptive Financial Sentiment Analysis for NIFTY 50 via Instruction-Tuned LLMs , RAG and Reinforcement Learning Approaches",Topic 1,44,2025,1,2512.20082v2
496,CBA: Communication-Bound-Aware Cross-Domain Resource Assignment for Pipeline-Parallel Distributed LLM Training in Dynamic Multi-DC Optical Networks,,45,2025,10,2512.20080v1
497,Fault Injection Attacks on Machine Learning-based Quantum Computer Readout Error Correction,,46,2025,7,2512.20077v1
498,Reason2Decide: Rationale-Driven Multi-Task Learning,,47,2025,5,2512.20074v1
499,3D Stack In-Sensor-Computing (3DS-ISC): Accelerating Time-Surface Construction for Neuromorphic Event Cameras,,48,2025,6,2512.20073v1
500,Progressive Learned Image Compression for Machine Perception,Topic 2,49,2025,2,2512.20070v1
